.id,MR_gene,MR_Cutoff,eQTL_start_bp,eQTL_end_bp,min_eQTL_LOD,max_eQTL_LOD,eQTL_candidate,chrom,start,end,subject,AGI,At_symbol,At_description,perc_ID,aln_length,mismatch,gap_open,qstart,qend,sstart,send,eval,score,FVTtrait,MR_chrom,MR_pos,eQTL_chrom,eQTL_start_cM,eQTL_end_cM
QTL1,Bra029100,50,6322505,6622094,28.526296704179007,30.055785269513915,Bra029142,A03,6545810,6548257,AT5G52060.1,AT5G52060,ATBAG1;BAG1,"A member of Arabidopsis BAG (Bcl-2-associated athanogene) proteins, plant homologs of mammalian regulators of apoptosis. Plant BAG proteins are multi-functional and remarkably similar to their animal counterparts, as they regulate apoptotic-like processes ranging from pathogen attack, to abiotic stress, to plant development.",83.868,1029,121,6,585,1574,7,1029,0,1121,UNr2012,A03,6356613,A03,37.07572383964639,39.590429644006804
QTL1,Bra029100,50,6322505,6622094,28.526296704179007,30.055785269513915,Bra100573,A03,6554431,6555244,AT3G03790.2,AT3G03790,"NA","NA",86.735,196,26,0,1,196,1627,1822,2.29e-62,237,UNr2012,A03,6356613,A03,37.07572383964639,39.590429644006804
QTL1,Bra029100,50,6322505,6622094,28.526296704179007,30.055785269513915,Bra029145,A03,6560958,6562714,AT5G52050.1,AT5G52050,"NA","NA",79.085,1530,288,8,178,1694,1518,8,0,1310,UNr2012,A03,6356613,A03,37.07572383964639,39.590429644006804
QTL1,Bra029100,50,6322505,6622094,28.526296704179007,30.055785269513915,Bra029146,A03,6567831,6570515,AT5G52040.1,AT5G52040,At-RS41;ATRSP41;RS41,"encodes an arginine/serine-rich splicing factor. transcript is alternatively spliced and is differentially expressed in different tissues (flowers, roots, stems, and leaves) examined.",81.216,1102,154,17,229,1308,1071,1,0,1025,UNr2012,A03,6356613,A03,37.07572383964639,39.590429644006804
QTL1,Bra029100,50,6322505,6622094,28.526296704179007,30.055785269513915,Bra029147,A03,6576797,6577621,AT5G52020.1,AT5G52020,"NA",encodes a member of the DREB subfamily A-4 of ERF/AP2 transcription factor family. The protein contains one AP2 domain. There are 17 members in this subfamily including TINY.,74.576,708,102,10,112,750,1,699,3.04e-138,491,UNr2012,A03,6356613,A03,37.07572383964639,39.590429644006804
QTL1,Bra029100,50,6322505,6622094,28.526296704179007,30.055785269513915,Bra029148,A03,6578309,6580276,AT5G52010.1,AT5G52010,"NA","NA",79.766,1196,208,8,224,1390,1,1191,0,1061,UNr2012,A03,6356613,A03,37.07572383964639,39.590429644006804
QTL1,Bra029100,50,6322505,6622094,28.526296704179007,30.055785269513915,Bra029149,A03,6580630,6583080,AT5G51980.1,AT5G51980,"NA","NA",82.154,1328,189,8,169,1472,1,1304,0,1333,UNr2012,A03,6356613,A03,37.07572383964639,39.590429644006804
QTL1,Bra029100,50,6322505,6622094,28.526296704179007,30.055785269513915,Bra029150,A03,6583136,6583310,AT5G51970.1,AT5G51970,"NA",Encodes a putative sorbitol dehydrogenase that can be thiolated in vitro.,89.881,168,17,0,7,174,654,487,3.61e-59,226,UNr2012,A03,6356613,A03,37.07572383964639,39.590429644006804
QTL1,Bra029100,50,6322505,6622094,28.526296704179007,30.055785269513915,Bra029151,A03,6584684,6587197,AT5G51950.1,AT5G51950,"NA","NA",85.982,1762,239,3,1,1755,1,1761,0,2058,UNr2012,A03,6356613,A03,37.07572383964639,39.590429644006804
QTL1,Bra029100,50,6322505,6622094,28.526296704179007,30.055785269513915,Bra029152,A03,6588294,6590346,AT5G51950.1,AT5G51950,"NA","NA",75.629,1629,338,6,229,1799,1727,100,0,1175,UNr2012,A03,6356613,A03,37.07572383964639,39.590429644006804
QTL1,Bra029100,50,6322505,6622094,28.526296704179007,30.055785269513915,Bra029153,A03,6597538,6599433,AT1G62170.1,AT1G62170,"NA","NA",75.152,1312,282,14,17,1306,7,1296,0,874,UNr2012,A03,6356613,A03,37.07572383964639,39.590429644006804
QTL1,Bra029100,50,6322505,6622094,28.526296704179007,30.055785269513915,Bra029154,A03,6600127,6603755,AT5G51870.3,AT5G51870,AGL71,"NA",82.504,663,110,2,266,925,1,660,0,670,UNr2012,A03,6356613,A03,37.07572383964639,39.590429644006804
QTL1,Bra029100,50,6322505,6622094,28.526296704179007,30.055785269513915,Bra029155,A03,6610492,6613252,AT5G51860.2,AT5G51860,AGL72,"NA",86.789,598,73,1,341,938,1,592,0,724,UNr2012,A03,6356613,A03,37.07572383964639,39.590429644006804
QTL1,Bra022924,50,6622094,7347941,20.1946461683147,22.223799719497034,Bra029158,A03,6624080,6625963,AT5G51830.1,AT5G51830,"NA","NA",89.244,1032,111,0,207,1238,1032,1,0,1361,UNr2012,A03,7802357,A03,39.590429644006804,41.29236474593
QTL1,Bra022924,50,6622094,7347941,20.1946461683147,22.223799719497034,Bra029159,A03,6626659,6628950,AT5G51770.1,AT5G51770,"NA","NA",86.76,574,70,2,330,903,1965,1398,0,690,UNr2012,A03,7802357,A03,39.590429644006804,41.29236474593
QTL1,Bra022924,50,6622094,7347941,20.1946461683147,22.223799719497034,Bra029160,A03,6631606,6633899,AT5G51760.1,AT5G51760,AHG1,"Encodes AHG1 (ABA-hypersensitive germination 1), a putative protein phosphatase 2C (PP2C).  Expressed in seeds.  AHG1 functions in seed development and germination.",81.417,1270,194,7,166,1417,1246,1,0,1232,UNr2012,A03,7802357,A03,39.590429644006804,41.29236474593
QTL1,Bra022924,50,6622094,7347941,20.1946461683147,22.223799719497034,Bra029161,A03,6648469,6649332,AT2G07340.1,AT2G07340,PFD1,"NA",87.339,387,49,0,16,402,1,387,3.78e-134,477,UNr2012,A03,7802357,A03,39.590429644006804,41.29236474593
QTL1,Bra022924,50,6622094,7347941,20.1946461683147,22.223799719497034,Bra029162,A03,6649668,6658706,AT2G07360.1,AT2G07360,"NA","NA",91.177,3593,293,4,258,3832,3587,1,0,5054,UNr2012,A03,7802357,A03,39.590429644006804,41.29236474593
QTL1,Bra022924,50,6622094,7347941,20.1946461683147,22.223799719497034,Bra029163,A03,6659032,6660976,AT5G51600.1,AT5G51600,ATMAP65-3;MAP65-3;PLE,Mutant has defective roots. Essential for giant cell ontogenesis. Role in organizing the mitotic microtubule array during both early and late mitosis in all plant organs.,85.504,814,108,5,309,1122,1305,2108,0,922,UNr2012,A03,7802357,A03,39.590429644006804,41.29236474593
QTL1,Bra022924,50,6622094,7347941,20.1946461683147,22.223799719497034,Bra029164,A03,6661860,6664449,AT5G51590.1,AT5G51590,AHL4,"NA",82.04,1314,143,16,545,1819,1,1260,0,1317,UNr2012,A03,7802357,A03,39.590429644006804,41.29236474593
QTL1,Bra022924,50,6622094,7347941,20.1946461683147,22.223799719497034,Bra029165,A03,6666473,6667380,AT5G51580.1,AT5G51580,"NA","NA",70.986,355,77,5,560,891,314,665,9.65e-44,178,UNr2012,A03,7802357,A03,39.590429644006804,41.29236474593
QTL1,Bra022924,50,6622094,7347941,20.1946461683147,22.223799719497034,Bra029166,A03,6668068,6669956,AT5G51570.1,AT5G51570,"NA","NA",88.558,874,97,1,248,1118,874,1,0,1124,UNr2012,A03,7802357,A03,39.590429644006804,41.29236474593
QTL1,Bra022924,50,6622094,7347941,20.1946461683147,22.223799719497034,Bra029167,A03,6670272,6671554,AT3G45030.1,AT3G45030,"NA","NA",86.592,358,48,0,269,626,375,18,8.02e-120,430,UNr2012,A03,7802357,A03,39.590429644006804,41.29236474593
QTL1,Bra022924,50,6622094,7347941,20.1946461683147,22.223799719497034,Bra029168,A03,6672042,6673362,AT5G51545.1,AT5G51545,LPA2,"Encodes LPA2 (low psii accumulation2), an intrinsic thylakoid membrane protein required for efficient assembly of Photosystem II.",79.433,564,80,2,291,824,558,1,2.37e-146,518,UNr2012,A03,7802357,A03,39.590429644006804,41.29236474593
QTL1,Bra022924,50,6622094,7347941,20.1946461683147,22.223799719497034,Bra029169,A03,6674332,6677942,AT5G51540.1,AT5G51540,"NA","NA",87.01,2117,224,4,5,2070,2117,1,0,2607,UNr2012,A03,7802357,A03,39.590429644006804,41.29236474593
QTL1,Bra022924,50,6622094,7347941,20.1946461683147,22.223799719497034,Bra029170,A03,6682191,6684180,AT5G51500.1,AT5G51500,"NA","NA",80.691,1621,268,6,78,1662,12,1623,0,1526,UNr2012,A03,7802357,A03,39.590429644006804,41.29236474593
QTL1,Bra022924,50,6622094,7347941,20.1946461683147,22.223799719497034,Bra029171,A03,6683531,6686922,AT5G51480.1,AT5G51480,SKS2,"NA",82.007,1734,309,1,957,2687,1765,32,0,1719,UNr2012,A03,7802357,A03,39.590429644006804,41.29236474593
QTL1,Bra022924,50,6622094,7347941,20.1946461683147,22.223799719497034,Bra029172,A03,6695016,6695880,AT5G59320.1,AT5G59320,LTP3,"Predicted to encode a PR (pathogenesis-related) protein.  Belongs to the lipid transfer protein (PR-14) family with the following members:   At2g38540/LTP1, At2g38530/LTP2, At5g59320/LTP3, At5g59310/LTP4, At3g51600/LTP5, At3g08770/LTP6, At2g15050/LTP7, At2g18370/LTP8, At2g15325/LTP9, At5g01870/LTP10, At4g33355/LTP11, At3g51590/LTP12, At5g44265/LTP13, At5g62065/LTP14, At4g08530/LTP15.",84,350,43,3,94,432,1,348,4.4e-104,378,UNr2012,A03,7802357,A03,39.590429644006804,41.29236474593
QTL1,Bra022924,50,6622094,7347941,20.1946461683147,22.223799719497034,Bra029173,A03,6698085,6700144,AT5G51470.1,AT5G51470,"NA","NA",85.51,1746,250,1,57,1799,1746,1,0,2006,UNr2012,A03,7802357,A03,39.590429644006804,41.29236474593
