.id,trait,eigen_eQTL_candidate,min_eQTL_LOD,max_eQTL_LOD,chrom,start,end,subject,AGI,At_symbol,At_description,perc_ID,aln_length,mismatch,gap_open,qstart,qend,sstart,send,eval,score,FVTtrait
QTL3,UN_MEbrown,Bra002768,6.0521646896772845,7.223827759505569,A10,7784023,7787506,AT5G57035.1,AT5G57035,"NA","NA",85.953,1616,219,2,677,2292,758,2365,0,1889,UNr2012
QTL7,UN_MEbrown,Bra002768,6.0521646896772845,7.223827759505569,A10,7784023,7787506,AT5G57035.1,AT5G57035,"NA","NA",85.953,1616,219,2,677,2292,758,2365,0,1889,UNHmax2012
QTL3,UN_MEbrown,Bra002767,6.0521646896772845,7.223827759505569,A10,7787425,7789125,AT5G57040.1,AT5G57040,"NA","NA",85.406,603,64,6,517,1104,594,1,0,686,UNr2012
QTL7,UN_MEbrown,Bra002767,6.0521646896772845,7.223827759505569,A10,7787425,7789125,AT5G57040.1,AT5G57040,"NA","NA",85.406,603,64,6,517,1104,594,1,0,686,UNHmax2012
QTL3,UN_MEbrown,Bra002766,6.0521646896772845,7.223827759505569,A10,7792177,7794301,AT5G57050.1,AT5G57050,ABI2;AtABI2,Encodes a protein phosphatase 2C and is involved in ABA signal transduction. Binds fibrillin preprotein in vitro and in vivo.,82.371,1299,172,16,324,1592,1,1272,0,1290,UNr2012
QTL7,UN_MEbrown,Bra002766,6.0521646896772845,7.223827759505569,A10,7792177,7794301,AT5G57050.1,AT5G57050,ABI2;AtABI2,Encodes a protein phosphatase 2C and is involved in ABA signal transduction. Binds fibrillin preprotein in vitro and in vivo.,82.371,1299,172,16,324,1592,1,1272,0,1290,UNHmax2012
QTL3,UN_MEbrown,Bra002765,6.0521646896772845,7.223827759505569,A10,7796229,7798307,AT5G57060.1,AT5G57060,"NA","NA",87.44,414,52,0,92,505,1,414,6.26e-145,513,UNr2012
QTL7,UN_MEbrown,Bra002765,6.0521646896772845,7.223827759505569,A10,7796229,7798307,AT5G57060.1,AT5G57060,"NA","NA",87.44,414,52,0,92,505,1,414,6.26e-145,513,UNHmax2012
QTL3,UN_MEbrown,Bra002764,6.0521646896772845,7.223827759505569,A10,7805954,7808198,AT5G57070.1,AT5G57070,"NA","NA",80.139,1732,267,19,62,1738,6,1715,0,1557,UNr2012
QTL7,UN_MEbrown,Bra002764,6.0521646896772845,7.223827759505569,A10,7805954,7808198,AT5G57070.1,AT5G57070,"NA","NA",80.139,1732,267,19,62,1738,6,1715,0,1557,UNHmax2012
QTL3,UN_MEbrown,Bra002763,6.0521646896772845,7.223827759505569,A10,7812684,7816374,AT5G57090.1,AT5G57090,AGR;AGR1;ATPIN2;EIR1;MM31;PIN2;WAV6,"Encodes an auxin efflux carrier that is similar to bacterial membrane transporters. Root-specific role in the transport of auxin. Acts downstream of CTR1 and ethylene biosynthesis, in the same pathway as EIN2 and AUX1, and independent from EIN3 and EIN5/AIN1 pathway. In the root, the protein localizes apically in epidermal and lateral root cap cells and predominantly basally in cortical cells. Functions may be regulated by phosphorylation status. EIR1 expression is induced by brassinolide treatment in the brassinosteroid-insensitive br1 mutant. Gravistimulation resulted in asymmetric PIN2 distribution, with more protein degraded at the upper side of the gravistimulated root. Protein turnover is affected by the proteasome and by endosomal cycling. Plasma membrane-localized PIN proteins mediate a saturable efflux of auxin. PINs mediate auxin efflux from mammalian and yeast cells without needing additional plant-specific factors. The action of PINs in auxin efflux is distinct from PGPs, rate-limiting, specific  to auxins and sensitive to auxin transport inhibitors. Membrane sterol composition is essential for the acquisition of  PIN2 polarity.",80.894,1947,210,12,1,1788,1,1944,0,1927,UNr2012
QTL7,UN_MEbrown,Bra002763,6.0521646896772845,7.223827759505569,A10,7812684,7816374,AT5G57090.1,AT5G57090,AGR;AGR1;ATPIN2;EIR1;MM31;PIN2;WAV6,"Encodes an auxin efflux carrier that is similar to bacterial membrane transporters. Root-specific role in the transport of auxin. Acts downstream of CTR1 and ethylene biosynthesis, in the same pathway as EIN2 and AUX1, and independent from EIN3 and EIN5/AIN1 pathway. In the root, the protein localizes apically in epidermal and lateral root cap cells and predominantly basally in cortical cells. Functions may be regulated by phosphorylation status. EIR1 expression is induced by brassinolide treatment in the brassinosteroid-insensitive br1 mutant. Gravistimulation resulted in asymmetric PIN2 distribution, with more protein degraded at the upper side of the gravistimulated root. Protein turnover is affected by the proteasome and by endosomal cycling. Plasma membrane-localized PIN proteins mediate a saturable efflux of auxin. PINs mediate auxin efflux from mammalian and yeast cells without needing additional plant-specific factors. The action of PINs in auxin efflux is distinct from PGPs, rate-limiting, specific  to auxins and sensitive to auxin transport inhibitors. Membrane sterol composition is essential for the acquisition of  PIN2 polarity.",80.894,1947,210,12,1,1788,1,1944,0,1927,UNHmax2012
QTL3,UN_MEbrown,Bra002762,6.0521646896772845,7.223827759505569,A10,7827000,7834651,AT5G57110.1,AT5G57110,ACA8;AT-ACA8,"Arabidopsis-autoinhibited Ca2+ -ATPase, isoform 8, contains all of the characteristic motifs of Ca2+ -transporting P-type Ca2+ -ATPases and is localized to the plasma membrane.",89.24,3225,344,1,343,3564,3225,1,0,4250,UNr2012
QTL7,UN_MEbrown,Bra002762,6.0521646896772845,7.223827759505569,A10,7827000,7834651,AT5G57110.1,AT5G57110,ACA8;AT-ACA8,"Arabidopsis-autoinhibited Ca2+ -ATPase, isoform 8, contains all of the characteristic motifs of Ca2+ -transporting P-type Ca2+ -ATPases and is localized to the plasma membrane.",89.24,3225,344,1,343,3564,3225,1,0,4250,UNHmax2012
QTL3,UN_MEbrown,Bra002761,6.0521646896772845,7.223827759505569,A10,7840112,7840828,AT5G57120.1,AT5G57120,"NA","NA",85.577,104,15,0,4,107,987,884,7.79e-27,120,UNr2012
QTL7,UN_MEbrown,Bra002761,6.0521646896772845,7.223827759505569,A10,7840112,7840828,AT5G57120.1,AT5G57120,"NA","NA",85.577,104,15,0,4,107,987,884,7.79e-27,120,UNHmax2012
QTL3,UN_MEbrown,Bra102274,6.0521646896772845,7.223827759505569,A10,7860172,7860376,AT5G64667.1,AT5G64667,IDL2,Similar to Inflorescence deficient in abscission (IDA). Involved in floral organ abscission.,85.845,219,26,3,77,294,74,288,6.93e-65,246,UNr2012
QTL7,UN_MEbrown,Bra102274,6.0521646896772845,7.223827759505569,A10,7860172,7860376,AT5G64667.1,AT5G64667,IDL2,Similar to Inflorescence deficient in abscission (IDA). Involved in floral organ abscission.,85.845,219,26,3,77,294,74,288,6.93e-65,246,UNHmax2012
QTL3,UN_MEbrown,Bra002758,6.0521646896772845,7.223827759505569,A10,7893611,7898108,AT5G57130.1,AT5G57130,SMXL5,"NA",80.587,3132,407,28,262,3237,1,3087,0,2962,UNr2012
QTL7,UN_MEbrown,Bra002758,6.0521646896772845,7.223827759505569,A10,7893611,7898108,AT5G57130.1,AT5G57130,SMXL5,"NA",80.587,3132,407,28,262,3237,1,3087,0,2962,UNHmax2012
QTL3,UN_MEbrown,Bra002757,6.0521646896772845,7.223827759505569,A10,7898698,7900664,AT5G57140.1,AT5G57140,ATPAP28;PAP28,"NA",84.596,1188,171,3,25,1212,19,1194,0,1315,UNr2012
QTL7,UN_MEbrown,Bra002757,6.0521646896772845,7.223827759505569,A10,7898698,7900664,AT5G57140.1,AT5G57140,ATPAP28;PAP28,"NA",84.596,1188,171,3,25,1212,19,1194,0,1315,UNHmax2012
QTL3,UN_MEbrown,Bra002756,6.0521646896772845,7.223827759505569,A10,7901733,7904500,AT5G57150.1,AT5G57150,"NA","NA",93.234,739,50,0,3,741,6,744,0,1108,UNr2012
QTL7,UN_MEbrown,Bra002756,6.0521646896772845,7.223827759505569,A10,7901733,7904500,AT5G57150.1,AT5G57150,"NA","NA",93.234,739,50,0,3,741,6,744,0,1108,UNHmax2012
QTL3,UN_MEbrown,Bra002755,6.0521646896772845,7.223827759505569,A10,7905376,7911603,AT5G57160.1,AT5G57160,ATLIG4;LIG4,"Encodes the Arabidopsis orthologue of the yeast and mammalian DNA ligase IV.  Involved in the repair of DNA damage but, unlike in yeast, not required for T-DNA integration.  Interacts with the Arabidopsis homologue of XRCC4.",89.026,3253,303,8,378,3621,3208,1,0,4269,UNr2012
QTL7,UN_MEbrown,Bra002755,6.0521646896772845,7.223827759505569,A10,7905376,7911603,AT5G57160.1,AT5G57160,ATLIG4;LIG4,"Encodes the Arabidopsis orthologue of the yeast and mammalian DNA ligase IV.  Involved in the repair of DNA damage but, unlike in yeast, not required for T-DNA integration.  Interacts with the Arabidopsis homologue of XRCC4.",89.026,3253,303,8,378,3621,3208,1,0,4269,UNHmax2012
QTL3,UN_MEbrown,Bra002754,6.0521646896772845,7.223827759505569,A10,7912824,7915572,AT1G70980.1,AT1G70980,SYNC3,"NA",76.028,851,191,5,348,1191,132,976,4.38e-172,605,UNr2012
QTL7,UN_MEbrown,Bra002754,6.0521646896772845,7.223827759505569,A10,7912824,7915572,AT1G70980.1,AT1G70980,SYNC3,"NA",76.028,851,191,5,348,1191,132,976,4.38e-172,605,UNHmax2012
QTL3,UN_MEbrown,Bra002753,6.0521646896772845,7.223827759505569,A10,7915389,7916789,AT5G57170.1,AT5G57170,"NA","NA",89.368,348,37,0,599,946,348,1,6.63e-129,461,UNr2012
QTL7,UN_MEbrown,Bra002753,6.0521646896772845,7.223827759505569,A10,7915389,7916789,AT5G57170.1,AT5G57170,"NA","NA",89.368,348,37,0,599,946,348,1,6.63e-129,461,UNHmax2012
QTL3,UN_MEbrown,Bra002752,6.0521646896772845,7.223827759505569,A10,7926278,7928365,AT5G57180.1,AT5G57180,CIA2,Transcription regulator responsible for  specific upregulation of the translocon genes  atToc33 and atToc75 in leaves. Involved in protein import into chloroplast.,71.147,1317,181,31,1,1161,1,1274,0,702,UNr2012
QTL7,UN_MEbrown,Bra002752,6.0521646896772845,7.223827759505569,A10,7926278,7928365,AT5G57180.1,AT5G57180,CIA2,Transcription regulator responsible for  specific upregulation of the translocon genes  atToc33 and atToc75 in leaves. Involved in protein import into chloroplast.,71.147,1317,181,31,1,1161,1,1274,0,702,UNHmax2012
QTL3,UN_MEbrown,Bra002751,6.0521646896772845,7.223827759505569,A10,7929132,7931954,AT5G57190.1,AT5G57190,PSD2,Encodes the minor form of the two non-mitochondrail phosphatidylserine decarboxylase. The gene expression level is very low. Located at the tonoplast.,88.964,1486,158,1,45,1530,1480,1,0,1941,UNr2012
QTL7,UN_MEbrown,Bra002751,6.0521646896772845,7.223827759505569,A10,7929132,7931954,AT5G57190.1,AT5G57190,PSD2,Encodes the minor form of the two non-mitochondrail phosphatidylserine decarboxylase. The gene expression level is very low. Located at the tonoplast.,88.964,1486,158,1,45,1530,1480,1,0,1941,UNHmax2012
QTL3,UN_MEbrown,Bra002750,6.0521646896772845,7.223827759505569,A10,7935546,7938683,AT5G57200.1,AT5G57200,"NA","NA",89.503,1791,161,6,1,1779,1,1776,0,2379,UNr2012
QTL7,UN_MEbrown,Bra002750,6.0521646896772845,7.223827759505569,A10,7935546,7938683,AT5G57200.1,AT5G57200,"NA","NA",89.503,1791,161,6,1,1779,1,1776,0,2379,UNHmax2012
QTL3,UN_MEbrown,Bra002749,6.0521646896772845,7.223827759505569,A10,7939131,7942482,AT5G57210.1,AT5G57210,"NA","NA",80.72,1971,296,9,579,2507,2006,78,0,1876,UNr2012
QTL7,UN_MEbrown,Bra002749,6.0521646896772845,7.223827759505569,A10,7939131,7942482,AT5G57210.1,AT5G57210,"NA","NA",80.72,1971,296,9,579,2507,2006,78,0,1876,UNHmax2012
QTL3,UN_MEbrown,Bra002747,6.0521646896772845,7.223827759505569,A10,7955798,7958254,AT5G57220.1,AT5G57220,CYP81F2,"member of CYP81F, involved in glucosinolate metabolism. Mutants had impaired resistance to fungi.",87.247,1482,177,2,88,1563,1,1476,0,1822,UNr2012
QTL7,UN_MEbrown,Bra002747,6.0521646896772845,7.223827759505569,A10,7955798,7958254,AT5G57220.1,AT5G57220,CYP81F2,"member of CYP81F, involved in glucosinolate metabolism. Mutants had impaired resistance to fungi.",87.247,1482,177,2,88,1563,1,1476,0,1822,UNHmax2012
QTL3,UN_MEbrown,Bra002746,6.0521646896772845,7.223827759505569,A10,7961600,7963325,AT5G57230.1,AT5G57230,"NA","NA",91.511,483,41,0,255,737,1,483,0,686,UNr2012
QTL7,UN_MEbrown,Bra002746,6.0521646896772845,7.223827759505569,A10,7961600,7963325,AT5G57230.1,AT5G57230,"NA","NA",91.511,483,41,0,255,737,1,483,0,686,UNHmax2012
QTL3,UN_MEbrown,Bra002745,6.0521646896772845,7.223827759505569,A10,7967199,7969455,AT5G57240.1,AT5G57240,ORP4C,"NA",86.497,785,106,0,263,1047,1,785,0,939,UNr2012
QTL7,UN_MEbrown,Bra002745,6.0521646896772845,7.223827759505569,A10,7967199,7969455,AT5G57240.1,AT5G57240,ORP4C,"NA",86.497,785,106,0,263,1047,1,785,0,939,UNHmax2012
QTL3,UN_MEbrown,Bra002744,6.0521646896772845,7.223827759505569,A10,7969534,7972438,AT5G57250.1,AT5G57250,"NA","NA",79.993,2944,521,12,390,3293,2916,1,0,2661,UNr2012
QTL7,UN_MEbrown,Bra002744,6.0521646896772845,7.223827759505569,A10,7969534,7972438,AT5G57250.1,AT5G57250,"NA","NA",79.993,2944,521,12,390,3293,2916,1,0,2661,UNHmax2012
QTL3,UN_MEbrown,Bra002743,6.0521646896772845,7.223827759505569,A10,7972975,7974925,AT5G57270.1,AT5G57270,"NA","NA",87.024,1156,147,1,5,1157,1163,8,0,1407,UNr2012
QTL7,UN_MEbrown,Bra002743,6.0521646896772845,7.223827759505569,A10,7972975,7974925,AT5G57270.1,AT5G57270,"NA","NA",87.024,1156,147,1,5,1157,1163,8,0,1407,UNHmax2012
QTL3,UN_MEbrown,Bra002742,6.0521646896772845,7.223827759505569,A10,7976698,7978014,AT1G62970.1,AT1G62970,"NA","NA",79.661,59,10,2,95,152,2237,2294,2.32e-4,46.4,UNr2012
QTL7,UN_MEbrown,Bra002742,6.0521646896772845,7.223827759505569,A10,7976698,7978014,AT1G62970.1,AT1G62970,"NA","NA",79.661,59,10,2,95,152,2237,2294,2.32e-4,46.4,UNHmax2012
QTL3,UN_MEbrown,Bra002741,6.0521646896772845,7.223827759505569,A10,7979022,7980018,AT5G57290.1,AT5G57290,"NA","NA",88.798,366,38,1,252,617,363,1,8.24e-133,473,UNr2012
QTL7,UN_MEbrown,Bra002741,6.0521646896772845,7.223827759505569,A10,7979022,7980018,AT5G57290.1,AT5G57290,"NA","NA",88.798,366,38,1,252,617,363,1,8.24e-133,473,UNHmax2012
QTL3,UN_MEbrown,Bra002740,6.0521646896772845,7.223827759505569,A10,7980053,7982401,AT5G57300.1,AT5G57300,"NA","NA",90.69,870,78,1,172,1041,867,1,0,1202,UNr2012
QTL7,UN_MEbrown,Bra002740,6.0521646896772845,7.223827759505569,A10,7980053,7982401,AT5G57300.1,AT5G57300,"NA","NA",90.69,870,78,1,172,1041,867,1,0,1202,UNHmax2012
QTL3,UN_MEbrown,Bra002739,6.0521646896772845,7.223827759505569,A10,7983811,7984072,AT3G54080.1,AT3G54080,"NA","NA",85.654,237,34,0,220,456,1032,796,2.35e-73,275,UNr2012
QTL7,UN_MEbrown,Bra002739,6.0521646896772845,7.223827759505569,A10,7983811,7984072,AT3G54080.1,AT3G54080,"NA","NA",85.654,237,34,0,220,456,1032,796,2.35e-73,275,UNHmax2012
QTL3,UN_MEbrown,Bra002738,6.0521646896772845,7.223827759505569,A10,7988658,7993409,AT5G57320.1,AT5G57320,VLN5,"NA",89.619,2890,287,5,4,2890,1,2880,0,3849,UNr2012
QTL7,UN_MEbrown,Bra002738,6.0521646896772845,7.223827759505569,A10,7988658,7993409,AT5G57320.1,AT5G57320,VLN5,"NA",89.619,2890,287,5,4,2890,1,2880,0,3849,UNHmax2012
QTL3,UN_MEbrown,Bra002737,6.0521646896772845,7.223827759505569,A10,7994853,7997964,AT5G57330.1,AT5G57330,"NA","NA",88.556,935,104,1,259,1193,1,932,0,1202,UNr2012
QTL7,UN_MEbrown,Bra002737,6.0521646896772845,7.223827759505569,A10,7994853,7997964,AT5G57330.1,AT5G57330,"NA","NA",88.556,935,104,1,259,1193,1,932,0,1202,UNHmax2012
QTL3,UN_MEbrown,Bra002736,6.0521646896772845,7.223827759505569,A10,8002447,8006542,AT5G57340.2,AT5G57340,"NA","NA",84.414,725,74,7,714,1406,47,764,0,801,UNr2012
QTL7,UN_MEbrown,Bra002736,6.0521646896772845,7.223827759505569,A10,8002447,8006542,AT5G57340.2,AT5G57340,"NA","NA",84.414,725,74,7,714,1406,47,764,0,801,UNHmax2012
QTL3,UN_MEbrown,Bra002735,6.0521646896772845,7.223827759505569,A10,8007162,8007452,AT5G57345.1,AT5G57345,"NA","NA",88.649,185,20,1,3,186,512,328,8.51e-62,235,UNr2012
QTL7,UN_MEbrown,Bra002735,6.0521646896772845,7.223827759505569,A10,8007162,8007452,AT5G57345.1,AT5G57345,"NA","NA",88.649,185,20,1,3,186,512,328,8.51e-62,235,UNHmax2012
QTL3,UN_MEbrown,Bra002733,6.0521646896772845,7.223827759505569,A10,8017287,8022709,AT5G57350.1,AT5G57350,AHA3;ATAHA3;HA3,member of Plasma membrane H+-ATPase family,87.949,2838,342,0,340,3177,2850,13,0,3577,UNr2012
QTL7,UN_MEbrown,Bra002733,6.0521646896772845,7.223827759505569,A10,8017287,8022709,AT5G57350.1,AT5G57350,AHA3;ATAHA3;HA3,member of Plasma membrane H+-ATPase family,87.949,2838,342,0,340,3177,2850,13,0,3577,UNHmax2012
QTL3,UN_MEbrown,Bra002732,6.0521646896772845,7.223827759505569,A10,8032729,8033824,AT5G57370.1,AT5G57370,"NA","NA",72.727,671,93,11,86,678,1,659,6.82e-116,417,UNr2012
QTL7,UN_MEbrown,Bra002732,6.0521646896772845,7.223827759505569,A10,8032729,8033824,AT5G57370.1,AT5G57370,"NA","NA",72.727,671,93,11,86,678,1,659,6.82e-116,417,UNHmax2012
QTL3,UN_MEbrown,Bra002731,6.0521646896772845,7.223827759505569,A10,8036531,8037565,AT1G12410.1,AT1G12410,CLP2;CLPR2;EMB3146;NCLPP2,"Encodes a ClpP-related sequence. Though similar to ClpP proteins, this does not contains the highly conserved catalytic triad of Ser-type proteases (Ser-His-Asp). The name reflects nomenclature described in Adam et. al (2001).",79.412,136,22,1,20,149,704,839,3.24e-27,120,UNr2012
QTL7,UN_MEbrown,Bra002731,6.0521646896772845,7.223827759505569,A10,8036531,8037565,AT1G12410.1,AT1G12410,CLP2;CLPR2;EMB3146;NCLPP2,"Encodes a ClpP-related sequence. Though similar to ClpP proteins, this does not contains the highly conserved catalytic triad of Ser-type proteases (Ser-His-Asp). The name reflects nomenclature described in Adam et. al (2001).",79.412,136,22,1,20,149,704,839,3.24e-27,120,UNHmax2012
QTL3,UN_MEbrown,Bra002730,6.0521646896772845,7.223827759505569,A10,8039755,8040268,AT5G57400.1,AT5G57400,"NA","NA",81.121,339,55,2,19,348,347,9,1.99e-87,322,UNr2012
QTL7,UN_MEbrown,Bra002730,6.0521646896772845,7.223827759505569,A10,8039755,8040268,AT5G57400.1,AT5G57400,"NA","NA",81.121,339,55,2,19,348,347,9,1.99e-87,322,UNHmax2012
QTL3,UN_MEbrown,Bra002729,6.0521646896772845,7.223827759505569,A10,8044813,8045754,AT5G57420.1,AT5G57420,IAA33,Belongs to auxin inducible gene family.,82.449,490,59,7,3,483,45,516,6.08e-138,489,UNr2012
QTL7,UN_MEbrown,Bra002729,6.0521646896772845,7.223827759505569,A10,8044813,8045754,AT5G57420.1,AT5G57420,IAA33,Belongs to auxin inducible gene family.,82.449,490,59,7,3,483,45,516,6.08e-138,489,UNHmax2012
QTL3,UN_MEbrown,Bra002728,6.0521646896772845,7.223827759505569,A10,8046393,8048055,AT5G57440.1,AT5G57440,GPP2;GS1,a member of haloacid dehalogenase-like hydrolase family,88.243,723,79,1,47,763,723,1,0,922,UNr2012
QTL7,UN_MEbrown,Bra002728,6.0521646896772845,7.223827759505569,A10,8046393,8048055,AT5G57440.1,AT5G57440,GPP2;GS1,a member of haloacid dehalogenase-like hydrolase family,88.243,723,79,1,47,763,723,1,0,922,UNHmax2012
QTL3,UN_MEbrown,Bra002727,6.0521646896772845,7.223827759505569,A10,8048220,8050519,AT5G57460.1,AT5G57460,"NA","NA",82.974,1950,296,5,210,2132,1,1941,0,2030,UNr2012
QTL7,UN_MEbrown,Bra002727,6.0521646896772845,7.223827759505569,A10,8048220,8050519,AT5G57460.1,AT5G57460,"NA","NA",82.974,1950,296,5,210,2132,1,1941,0,2030,UNHmax2012
QTL3,UN_MEbrown,Bra002726,6.0521646896772845,7.223827759505569,A10,8054491,8056791,AT5G57480.1,AT5G57480,"NA","NA",84.1,1566,226,5,268,1816,1560,1,0,1700,UNr2012
QTL7,UN_MEbrown,Bra002726,6.0521646896772845,7.223827759505569,A10,8054491,8056791,AT5G57480.1,AT5G57480,"NA","NA",84.1,1566,226,5,268,1816,1560,1,0,1700,UNHmax2012
QTL3,UN_MEbrown,Bra002725,6.0521646896772845,7.223827759505569,A10,8056892,8059148,AT5G57490.1,AT5G57490,ATVDAC4;VDAC4,"Encodes a voltage-dependent anion channel (VDAC: AT3G01280/VDAC1, AT5G67500/VDAC2, AT5G15090/VDAC3, AT5G57490/VDAC4, AT5G15090/VDAC5). VDACs are reported to be porin-type, beta-barrel diffusion pores. They are prominently localized in the outer mitochondrial membrane and are involved in metabolite exchange between the organelle and the cytosol.",85.992,514,70,2,478,990,825,313,2.33e-169,596,UNr2012
QTL7,UN_MEbrown,Bra002725,6.0521646896772845,7.223827759505569,A10,8056892,8059148,AT5G57490.1,AT5G57490,ATVDAC4;VDAC4,"Encodes a voltage-dependent anion channel (VDAC: AT3G01280/VDAC1, AT5G67500/VDAC2, AT5G15090/VDAC3, AT5G57490/VDAC4, AT5G15090/VDAC5). VDACs are reported to be porin-type, beta-barrel diffusion pores. They are prominently localized in the outer mitochondrial membrane and are involved in metabolite exchange between the organelle and the cytosol.",85.992,514,70,2,478,990,825,313,2.33e-169,596,UNHmax2012
QTL3,UN_MEbrown,Bra002724,6.0521646896772845,7.223827759505569,A10,8060668,8061995,AT5G57500.1,AT5G57500,"NA","NA",89.68,843,84,1,78,920,957,118,0,1126,UNr2012
QTL7,UN_MEbrown,Bra002724,6.0521646896772845,7.223827759505569,A10,8060668,8061995,AT5G57500.1,AT5G57500,"NA","NA",89.68,843,84,1,78,920,957,118,0,1126,UNHmax2012
QTL3,UN_MEbrown,Bra002723,6.0521646896772845,7.223827759505569,A10,8062348,8063599,AT5G57530.1,AT5G57530,AtXTH12;XTH12,"NA",88.407,854,96,1,191,1044,851,1,0,1092,UNr2012
QTL7,UN_MEbrown,Bra002723,6.0521646896772845,7.223827759505569,A10,8062348,8063599,AT5G57530.1,AT5G57530,AtXTH12;XTH12,"NA",88.407,854,96,1,191,1044,851,1,0,1092,UNHmax2012
QTL3,UN_MEbrown,Bra002722,6.0521646896772845,7.223827759505569,A10,8064530,8065875,AT5G57550.1,AT5G57550,XTH25;XTR3,xyloglucan endotransglycosylase-related protein (XTR3),86.455,849,106,2,13,855,846,1,0,1012,UNr2012
QTL7,UN_MEbrown,Bra002722,6.0521646896772845,7.223827759505569,A10,8064530,8065875,AT5G57550.1,AT5G57550,XTH25;XTR3,xyloglucan endotransglycosylase-related protein (XTR3),86.455,849,106,2,13,855,846,1,0,1012,UNHmax2012
QTL3,UN_MEbrown,Bra002721,6.0521646896772845,7.223827759505569,A10,8073669,8076678,AT5G01620.1,AT5G01620,TBL35,"Encodes a member of the TBL (TRICHOME BIREFRINGENCE-LIKE) gene family containing a plant-specific DUF231 (domain of unknown function) domain. TBL gene family has 46 members, two of which (TBR/AT5G06700 and TBL3/AT5G01360) have been shown to be involved in the synthesis and deposition of secondary wall cellulose, presumably by influencing the esterification state of pectic polymers. A nomenclature for this gene family has been proposed (Volker Bischoff & Wolf Scheible, 2010, personal communication).",82.237,1368,198,17,379,1725,7,1350,0,1335,UNr2012
QTL7,UN_MEbrown,Bra002721,6.0521646896772845,7.223827759505569,A10,8073669,8076678,AT5G01620.1,AT5G01620,TBL35,"Encodes a member of the TBL (TRICHOME BIREFRINGENCE-LIKE) gene family containing a plant-specific DUF231 (domain of unknown function) domain. TBL gene family has 46 members, two of which (TBR/AT5G06700 and TBL3/AT5G01360) have been shown to be involved in the synthesis and deposition of secondary wall cellulose, presumably by influencing the esterification state of pectic polymers. A nomenclature for this gene family has been proposed (Volker Bischoff & Wolf Scheible, 2010, personal communication).",82.237,1368,198,17,379,1725,7,1350,0,1335,UNHmax2012
QTL3,UN_MEbrown,Bra002719_Bra002720,6.0521646896772845,7.223827759505569,A10,8078713,8079834,AT5G57560.1,AT5G57560,TCH4;XTH22,"Encodes a cell wall-modifying enzyme, rapidly upregulated in response to environmental stimuli",89.942,855,83,1,192,1043,855,1,0,1153,UNr2012
