.id,trait,eQTL_chrom,eQTL_start_bp,eQTL_end_bp,eQTL_start_cM,eQTL_end_cM,eigen_eQTL_candidate,min_eQTL_LOD,max_eQTL_LOD,chrom,start,end,subject,AGI,At_symbol,At_description,perc_ID,aln_length,mismatch,gap_open,qstart,qend,sstart,send,eval,score,FVTtrait
QTL7,UN_MEblue,A10,3289895,13525927,0,73.8785977825633,Bra002946,2.7359766048183416,3.711006758768063,A10,6634164,6637370,AT5G54910.1,AT5G54910,"NA","NA",83.333,2244,330,8,214,2441,2216,1,0,2365,UNHmax2012
QTL7,UN_MEblue,A10,3289895,13525927,0,73.8785977825633,Bra002945,2.7359766048183416,3.711006758768063,A10,6642922,6645026,AT5G54930.2,AT5G54930,"NA","NA",74.826,862,131,12,97,882,852,1,1.08e-170,600,UNHmax2012
QTL7,UN_MEblue,A10,3289895,13525927,0,73.8785977825633,Bra002944,2.7359766048183416,3.711006758768063,A10,6647397,6651034,AT5G54940.1,AT5G54940,"NA","NA",86.686,338,45,0,2,339,338,1,8.4e-113,407,UNHmax2012
QTL7,UN_MEblue,A10,3289895,13525927,0,73.8785977825633,Bra002942,2.7359766048183416,3.711006758768063,A10,6655869,6658210,AT5G54960.1,AT5G54960,PDC2,pyruvate decarboxylase-2,86.129,1824,253,0,412,2235,1824,1,0,2149,UNHmax2012
QTL7,UN_MEblue,A10,3289895,13525927,0,73.8785977825633,Bra002941,2.7359766048183416,3.711006758768063,A10,6661145,6663471,AT3G53510.1,AT3G53510,ABCG20,"NA",82.576,264,40,1,111,368,502,239,1.71e-71,269,UNHmax2012
QTL7,UN_MEblue,A10,3289895,13525927,0,73.8785977825633,Bra002940,2.7359766048183416,3.711006758768063,A10,6665138,6666551,AT5G54980.1,AT5G54980,"NA","NA",90.123,567,56,0,154,720,19,585,0,771,UNHmax2012
QTL7,UN_MEblue,A10,3289895,13525927,0,73.8785977825633,Bra002939,2.7359766048183416,3.711006758768063,A10,6669036,6669713,AT4G11750.1,AT4G11750,"NA","NA",69.921,379,94,7,169,543,643,1005,1.97e-37,156,UNHmax2012
QTL7,UN_MEblue,A10,3289895,13525927,0,73.8785977825633,Bra002938,2.7359766048183416,3.711006758768063,A10,6674761,6676785,AT5G55020.1,AT5G55020,ATMYB120;MYB120,"Encodes a putative transcription factor, member of the R2R3 factor gene family (MYB120).",83.046,1510,178,12,339,1800,1480,1,0,1586,UNHmax2012
QTL7,UN_MEblue,A10,3289895,13525927,0,73.8785977825633,Bra002937,2.7359766048183416,3.711006758768063,A10,6691288,6693599,AT5G55050.1,AT5G55050,"NA","NA",84.806,1132,169,1,51,1182,1,1129,0,1265,UNHmax2012
QTL7,UN_MEblue,A10,3289895,13525927,0,73.8785977825633,Bra002936,2.7359766048183416,3.711006758768063,A10,6696064,6700774,AT5G55050.1,AT5G55050,"NA","NA",82.628,1134,194,1,1,1134,1,1131,0,1155,UNHmax2012
QTL7,UN_MEblue,A10,3289895,13525927,0,73.8785977825633,Bra002935,2.7359766048183416,3.711006758768063,A10,6705503,6710378,AT5G55060.1,AT5G55060,"NA","NA",86.826,2004,243,5,207,2204,1,1989,0,2421,UNHmax2012
QTL7,UN_MEblue,A10,3289895,13525927,0,73.8785977825633,Bra002934,2.7359766048183416,3.711006758768063,A10,6710676,6714108,AT5G55070.1,AT5G55070,"NA","NA",89.672,1404,118,5,69,1454,1,1395,0,1880,UNHmax2012
QTL7,UN_MEblue,A10,3289895,13525927,0,73.8785977825633,Bra002933,2.7359766048183416,3.711006758768063,A10,6718582,6720013,AT5G55090.1,AT5G55090,MAPKKK15,member of MEKK subfamily,82.664,1344,164,14,22,1326,1314,1,0,1373,UNHmax2012
QTL7,UN_MEblue,A10,3289895,13525927,0,73.8785977825633,Bra002932,2.7359766048183416,3.711006758768063,A10,6733940,6734426,AT5G55110.1,AT5G55110,"NA","NA",84.553,492,70,1,1,486,1,492,9.07e-155,545,UNHmax2012
QTL7,UN_MEblue,A10,3289895,13525927,0,73.8785977825633,Bra002931,2.7359766048183416,3.711006758768063,A10,6738571,6739637,AT5G55125.1,AT5G55125,"NA","NA",90.435,230,22,0,145,374,1,230,6.07e-86,316,UNHmax2012
QTL7,UN_MEblue,A10,3289895,13525927,0,73.8785977825633,Bra002930,2.7359766048183416,3.711006758768063,A10,6739860,6742894,AT5G55130.1,AT5G55130,CNX5;SIR1,putative molybdopterin synthase sulphurylase (cnx5),87.644,1392,166,1,180,1571,1395,10,0,1736,UNHmax2012
QTL7,UN_MEblue,A10,3289895,13525927,0,73.8785977825633,Bra002929,2.7359766048183416,3.711006758768063,A10,6743625,6744344,AT5G55135.1,AT5G55135,"NA","NA",82.216,343,55,2,51,393,1,337,8.87e-93,340,UNHmax2012
QTL7,UN_MEblue,A10,3289895,13525927,0,73.8785977825633,Bra102259,2.7359766048183416,3.711006758768063,A10,6744706,6745499,AT1G59620.1,AT1G59620,CW9,Encodes CW9.,81.026,195,37,0,1,195,1400,1206,1.28e-46,185,UNHmax2012
QTL7,UN_MEblue,A10,3289895,13525927,0,73.8785977825633,Bra002928,2.7359766048183416,3.711006758768063,A10,6751733,6752959,AT5G55160.1,AT5G55160,ATSUMO2;SUM2;SUMO;SUMO2,"Encodes a small ubiquitin-like modifier (SUMO) polypeptide that becomes covalently attached to various intracellular protein targets, much like ubiquitination, leading to post-translational modification of those targets. SUMO2 can form SUMO chains through lysine residue 10 during in vitro assays.",87.5,312,30,3,134,442,306,1,2.64e-105,381,UNHmax2012
QTL7,UN_MEblue,A10,3289895,13525927,0,73.8785977825633,Bra002927,2.7359766048183416,3.711006758768063,A10,6761186,6763371,AT5G55180.1,AT5G55180,"NA","NA",88.506,1392,148,4,86,1474,1,1383,0,1783,UNHmax2012
QTL7,UN_MEblue,A10,3289895,13525927,0,73.8785977825633,Bra002926,2.7359766048183416,3.711006758768063,A10,6769815,6771811,AT5G55190.1,AT5G55190,ATRAN3;RAN3,A member of RAN GTPase gene family. Encodes a small soluble GTP-binding protein. Likely to be involved in nuclear translocation of proteins.  May also be involved in cell cycle progression.,92.793,666,48,0,194,859,1,666,0,985,UNHmax2012
QTL7,UN_MEblue,A10,3289895,13525927,0,73.8785977825633,Bra002925,2.7359766048183416,3.711006758768063,A10,6778634,6781039,AT5G55200.1,AT5G55200,MGE1,"NA",82.921,890,119,5,209,1071,1,884,0,928,UNHmax2012
QTL7,UN_MEblue,A10,3289895,13525927,0,73.8785977825633,Bra002924,2.7359766048183416,3.711006758768063,A10,6780973,6781634,AT5G55210.1,AT5G55210,"NA","NA",84.211,513,54,3,211,705,504,1,3.52e-162,571,UNHmax2012
QTL7,UN_MEblue,A10,3289895,13525927,0,73.8785977825633,Bra002923,2.7359766048183416,3.711006758768063,A10,6789488,6789765,AT5G55220.1,AT5G55220,"NA","NA",88.166,169,19,1,3,170,1400,1568,8.59e-55,212,UNHmax2012
QTL7,UN_MEblue,A10,3289895,13525927,0,73.8785977825633,Bra002922,2.7359766048183416,3.711006758768063,A10,6792553,6796056,AT5G55230.1,AT5G55230,ATMAP65-1;MAP65-1,"Binds and bundles microtubules. Plays a role in stabilizing anti-parallel microtubules  in the central spindle at anaphase to early cytokinesis but is not essential at the midline of the phragmoplast at later stages. The timing with which the MAP65-1 was targeted to  the spindle appears to be regulated by a phosphorylation sensitive  switch. Enhances microtubule polymerization, promotes nucleation and stabilizes microtubules against cold treatment and dilution.",88.72,1773,176,5,231,1988,1,1764,0,2295,UNHmax2012
QTL7,UN_MEblue,A10,3289895,13525927,0,73.8785977825633,Bra002920_Bra002921,2.7359766048183416,3.711006758768063,A10,6799196,6805591,AT5G55240.1,AT5G55240,ATPXG2,Catalyze hydroperoxide-dependent mono-oxygenation  reactions. Require calcium for peroxygenase activity. Probably  deeply buried in lipid droplets or microsomes.,88.767,730,82,0,1,730,1,730,0,948,UNHmax2012
QTL7,UN_MEblue,A10,3289895,13525927,0,73.8785977825633,Bra002919,2.7359766048183416,3.711006758768063,A10,6805898,6810054,AT5G55250.1,AT5G55250,AtIAMT1;IAMT1,Encodes an enzyme which specifically converts IAA to its methyl ester form MelIAA. This gene belongs to the family of carboxyl methyltransferases whose members  catalyze the transfer of the methyl group from S-adenosyl-L-methionine to carboxylic acid-containing substrates to form small molecule methyl esters. Expression of TCP genes is downregulated in mutant iamt1-D.,89.741,1160,119,0,225,1384,1160,1,0,1555,UNHmax2012
QTL7,UN_MEblue,A10,3289895,13525927,0,73.8785977825633,Bra002918,2.7359766048183416,3.711006758768063,A10,6819354,6821355,AT5G55280.1,AT5G55280,ATFTSZ1-1;CPFTSZ;FTSZ1-1,"Encodes one of two FtsZ proteins, tubulin-like proteins, in Arabidopsis.  It is involved in chloroplast division.",88.899,1135,114,2,167,1292,1302,171,0,1481,UNHmax2012
QTL7,UN_MEblue,A10,3289895,13525927,0,73.8785977825633,Bra002917,2.7359766048183416,3.711006758768063,A10,6821381,6826177,AT5G55310.1,AT5G55310,TOP1;TOP1BETA,Encodes one of two Arabidopsis type-I DNA topoisomerase I genes.  Reducing the level of expression of this gene in a top1alpha (At5g55300) mutant background causes seedling lethality.,86.502,2756,315,8,312,3031,2735,1,0,3308,UNHmax2012
QTL7,UN_MEblue,A10,3289895,13525927,0,73.8785977825633,Bra002916,2.7359766048183416,3.711006758768063,A10,6828164,6830554,AT1G28710.1,AT1G28710,"NA","NA",82.721,1007,165,3,209,1209,1016,13,0,1027,UNHmax2012
QTL7,UN_MEblue,A10,3289895,13525927,0,73.8785977825633,Bra002915,2.7359766048183416,3.711006758768063,A10,6833659,6835023,AT5G55340.1,AT5G55340,"NA","NA",84.608,994,153,0,159,1152,994,1,0,1103,UNHmax2012
QTL7,UN_MEblue,A10,3289895,13525927,0,73.8785977825633,Bra102260,2.7359766048183416,3.711006758768063,A10,6856820,6857168,AT2G10440.1,AT2G10440,"NA","NA",67.882,439,109,10,232,659,1302,885,4.64e-32,140,UNHmax2012
QTL7,UN_MEblue,A10,3289895,13525927,0,73.8785977825633,Bra002911,2.7359766048183416,3.711006758768063,A10,6871495,6872604,AT5G55360.1,AT5G55360,"NA","NA",80.471,1019,182,4,79,1091,1008,1,0,939,UNHmax2012
QTL7,UN_MEblue,A10,3289895,13525927,0,73.8785977825633,Bra002910,2.7359766048183416,3.711006758768063,A10,6876293,6877478,AT5G55360.1,AT5G55360,"NA","NA",81.438,1029,177,5,141,1158,1026,1,0,985,UNHmax2012
QTL7,UN_MEblue,A10,3289895,13525927,0,73.8785977825633,Bra002909,2.7359766048183416,3.711006758768063,A10,6882842,6884404,AT5G55380.1,AT5G55380,"NA","NA",83.188,1035,165,2,380,1414,1026,1,0,1081,UNHmax2012
QTL7,UN_MEblue,A10,3289895,13525927,0,73.8785977825633,Bra002908,2.7359766048183416,3.711006758768063,A10,6900206,6905422,AT1G34355.1,AT1G34355,ATPS1;PS1,"Encodes PS1 (Parallel Spindle 1). Mutations in PS1 lead to diploid male spores, diploid pollen grains, and spontaneous triploid plants in the next generation. Female meiosis is not affected in the mutants.",82.862,1132,164,5,216,1329,4434,3315,0,1171,UNHmax2012
QTL7,UN_MEblue,A10,3289895,13525927,0,73.8785977825633,Bra002907,2.7359766048183416,3.711006758768063,A10,6908686,6909373,AT5G55450.1,AT5G55450,"NA","NA",73.333,315,64,6,48,346,1,311,5.05e-45,181,UNHmax2012
QTL7,UN_MEblue,A10,3289895,13525927,0,73.8785977825633,Bra002905,2.7359766048183416,3.711006758768063,A10,6914535,6918266,AT5G55470.1,AT5G55470,ATNHX3;NHX3,member of Sodium proton exchanger family,89.16,1596,167,2,734,2329,1590,1,0,2094,UNHmax2012
QTL7,UN_MEblue,A10,3289895,13525927,0,73.8785977825633,Bra002906,2.7359766048183416,3.711006758768063,A10,6914565,6914898,AT5G55460.1,AT5G55460,"NA","NA",74.367,316,78,1,1,313,1,316,8.48e-52,203,UNHmax2012
QTL7,UN_MEblue,A10,3289895,13525927,0,73.8785977825633,Bra002904,2.7359766048183416,3.711006758768063,A10,6922166,6926665,AT5G55480.1,AT5G55480,GDPDL4;GPDL1;SVL1,"Glycerophosphoryl diester phosphodiesterase-like protein involved in cell wall cellulose accumulation and pectin linking. Impacts root hair, trichome and epidermal cell development.",84.95,2299,339,3,169,2465,8,2301,0,2580,UNHmax2012
QTL7,UN_MEblue,A10,3289895,13525927,0,73.8785977825633,Bra002903,2.7359766048183416,3.711006758768063,A10,6926976,6931225,AT5G55490.1,AT5G55490,ATGEX1;GEX1,Encodes a transmembrane domain containing protein that is expressed in pollen germ cells.,78.883,1790,354,4,181,1955,1781,1,0,1528,UNHmax2012
QTL7,UN_MEblue,A10,3289895,13525927,0,73.8785977825633,Bra002902,2.7359766048183416,3.711006758768063,A10,6929829,6931225,AT5G55500.1,AT5G55500,ATXYLT;XYLT,"Encodes a beta-1,2-xylosyltransferase that is glycosylated at two positions.",75.248,707,115,10,583,1234,1,702,3.91e-139,495,UNHmax2012
QTL7,UN_MEblue,A10,3289895,13525927,0,73.8785977825633,Bra002901,2.7359766048183416,3.711006758768063,A10,6935768,6936731,AT5G55500.1,AT5G55500,ATXYLT;XYLT,"Encodes a beta-1,2-xylosyltransferase that is glycosylated at two positions.",89.27,233,25,0,4,236,748,980,7.77e-83,307,UNHmax2012
QTL7,UN_MEblue,A10,3289895,13525927,0,73.8785977825633,Bra002900,2.7359766048183416,3.711006758768063,A10,6937547,6939280,AT5G55510.1,AT5G55510,"NA","NA",84.37,627,89,3,195,815,624,1,0,684,UNHmax2012
QTL7,UN_MEblue,A10,3289895,13525927,0,73.8785977825633,Bra002899,2.7359766048183416,3.711006758768063,A10,6939853,6942594,AT5G55530.1,AT5G55530,"NA","NA",88.02,1227,102,8,278,1468,1,1218,0,1555,UNHmax2012
QTL7,UN_MEblue,A10,3289895,13525927,0,73.8785977825633,Bra002898,2.7359766048183416,3.711006758768063,A10,6942809,6947369,AT5G55540.1,AT5G55540,LOP1;TRN1,"Encodes a large plant-specific protein of unknown function, with conserved domains also found in a variety of signaling proteins, In trn mutants, the leaf venation network had a severely reduced complexity: incomplete loops, no tertiary or quaternary veins, and vascular islands. The leaf laminas were asymmetric and narrow because of a severely reduced cell number. TRN1 is required for the maintenance of both the radial pattern of tissue differentiation in the root and for the subsequent circumferential pattern within the epidermis. Double mutant analysis showed that TRN1 and TRN2 act in the same pathway.",87.485,4155,475,7,132,4253,4143,1,0,5158,UNHmax2012
QTL7,UN_MEblue,A10,3289895,13525927,0,73.8785977825633,Bra002897,2.7359766048183416,3.711006758768063,A10,6954413,6956010,AT5G55560.1,AT5G55560,"NA","NA",84,900,138,2,251,1147,945,49,0,971,UNHmax2012
QTL7,UN_MEblue,A10,3289895,13525927,0,73.8785977825633,Bra002896,2.7359766048183416,3.711006758768063,A10,6960192,6961449,AT5G66330.1,AT5G66330,"NA","NA",85.726,1247,178,0,11,1257,1247,1,0,1447,UNHmax2012
QTL7,UN_MEblue,A10,3289895,13525927,0,73.8785977825633,Bra002895,2.7359766048183416,3.711006758768063,A10,6963115,6964400,AT1G60700.1,AT1G60700,"NA","NA",85.271,129,16,2,269,395,1570,1443,1.74e-32,141,UNHmax2012
QTL7,UN_MEblue,A10,3289895,13525927,0,73.8785977825633,Bra002894,2.7359766048183416,3.711006758768063,A10,6973030,6975530,AT4G08250.1,AT4G08250,"NA","NA",79.008,1472,251,13,242,1675,1452,1,0,1256,UNHmax2012
QTL7,UN_MEblue,A10,3289895,13525927,0,73.8785977825633,Bra002893,2.7359766048183416,3.711006758768063,A10,6977572,6978839,AT4G36840.1,AT4G36840,"NA","NA",84.416,77,12,0,67,143,648,572,6.46e-16,86,UNHmax2012
QTL7,UN_MEblue,A10,3289895,13525927,0,73.8785977825633,Bra002892,2.7359766048183416,3.711006758768063,A10,6979580,6980586,AT5G55570.1,AT5G55570,"NA","NA",82.838,437,48,3,139,554,432,2,4.46e-129,461,UNHmax2012
QTL7,UN_MEblue,A10,3289895,13525927,0,73.8785977825633,Bra102261,2.7359766048183416,3.711006758768063,A10,6989048,6995696,AT3G32930.1,AT3G32930,"NA","NA",90.385,156,15,0,1,156,589,744,2e-55,214,UNHmax2012
QTL7,UN_MEblue,A10,3289895,13525927,0,73.8785977825633,Bra002891,2.7359766048183416,3.711006758768063,A10,7012174,7014041,AT5G55590.1,AT5G55590,QRT1,"Encodes a protein with pectin methylesterase activity. No change in activity were detected in mutants defective in this gene, which was interpreted as a result of redundancy of product function with other pectin methylesterases. The gene product is required for pollen separation during normal development. In qrt mutants, the outer walls of the four meiotic products of the pollen mother cell are fused, and pollen grains are released in tetrads.May be required for cell type-specific pectin degradation.",84.407,590,92,0,801,1390,554,1143,0,650,UNHmax2012
QTL7,UN_MEblue,A10,3289895,13525927,0,73.8785977825633,Bra002890,2.7359766048183416,3.711006758768063,A10,7014504,7017390,AT5G55600.1,AT5G55600,"NA","NA",86.863,2002,215,9,1,1972,1992,9,0,2428,UNHmax2012
QTL7,UN_MEblue,A10,3289895,13525927,0,73.8785977825633,Bra002889,2.7359766048183416,3.711006758768063,A10,7017783,7019957,AT5G55610.1,AT5G55610,"NA","NA",85.886,999,129,5,209,1204,1,990,0,1155,UNHmax2012
QTL7,UN_MEblue,A10,3289895,13525927,0,73.8785977825633,Bra002888,2.7359766048183416,3.711006758768063,A10,7020797,7022746,AT2G32415.1,AT2G32415,"NA","NA",74.138,232,58,1,890,1121,588,359,8.68e-34,145,UNHmax2012
QTL7,UN_MEblue,A10,3289895,13525927,0,73.8785977825633,Bra002887,2.7359766048183416,3.711006758768063,A10,7025010,7026561,AT2G16810.1,AT2G16810,"NA","NA",69.617,757,172,15,583,1331,827,121,3.29e-84,313,UNHmax2012
QTL7,UN_MEblue,A10,3289895,13525927,0,73.8785977825633,Bra102262,2.7359766048183416,3.711006758768063,A10,7028781,7029015,AT1G65520.1,AT1G65520,ATECI1;ECHIC;ECI1;PEC11,"encodes a peroxisomal delta3, delta2-enoyl CoA isomerase, involved in unsaturated fatty acid degradation",78.583,607,125,3,1,603,723,118,4.25e-141,500,UNHmax2012
QTL7,UN_MEblue,A10,3289895,13525927,0,73.8785977825633,Bra002886,2.7359766048183416,3.711006758768063,A10,7029713,7030368,AT5G55620.1,AT5G55620,"NA","NA",83.819,309,44,2,119,424,1,306,1.73e-89,329,UNHmax2012
QTL7,UN_MEblue,A10,3289895,13525927,0,73.8785977825633,Bra002884,2.7359766048183416,3.711006758768063,A10,7035694,7038638,AT5G55630.1,AT5G55630,ATKCO1;ATTPK1;KCO1;TPK1,"Encodes AtTPK1 (KCO1), a member of the Arabidopsis thaliana K+ channel family of AtTPK/KCO proteins. AtTPK1 is targeted to the vacuolar membrane. Forms homomeric ion channels in vivo. Voltage-independent and Ca2+-activated K+ channel. Activated by 14-3-3 proteins.",84.108,925,122,8,471,1376,10,928,0,993,UNHmax2012
QTL7,UN_MEblue,A10,3289895,13525927,0,73.8785977825633,Bra002885,2.7359766048183416,3.711006758768063,A10,7035779,7038121,AT5G55630.1,AT5G55630,ATKCO1;ATTPK1;KCO1;TPK1,"Encodes AtTPK1 (KCO1), a member of the Arabidopsis thaliana K+ channel family of AtTPK/KCO proteins. AtTPK1 is targeted to the vacuolar membrane. Forms homomeric ion channels in vivo. Voltage-independent and Ca2+-activated K+ channel. Activated by 14-3-3 proteins.",84.176,1068,145,7,89,1138,10,1071,0,1155,UNHmax2012
QTL7,UN_MEblue,A10,3289895,13525927,0,73.8785977825633,Bra002883,2.7359766048183416,3.711006758768063,A10,7046821,7048740,AT4G13350.1,AT4G13350,NIG,"Encodes a GTPase that interacts with nuclear shuttle proteins (NSPs) from a number of different plant viruses. The gene is widely expressed and NIG transcript levels do not rise in response to viral infection. This cytoplasmic protein does not directly interact with a viral movement protein (MP), but, it does promote the movement of NSP from the nucleus to the cytoplasm. Overexpression of NIG in Arabidopsis plants renders them more sensitive to geminivirus infection.",83.22,882,103,4,343,1197,7,870,0,946,UNHmax2012
QTL7,UN_MEblue,A10,3289895,13525927,0,73.8785977825633,Bra002881,2.7359766048183416,3.711006758768063,A10,7055266,7055614,AT5G55650.1,AT5G55650,"NA","NA",88.406,207,23,1,139,344,259,465,1.08e-69,262,UNHmax2012
QTL7,UN_MEblue,A10,3289895,13525927,0,73.8785977825633,Bra002880,2.7359766048183416,3.711006758768063,A10,7063422,7068104,AT5G55660.1,AT5G55660,"NA","NA",79.354,2383,327,35,202,2521,1,2281,0,2071,UNHmax2012
QTL7,UN_MEblue,A10,3289895,13525927,0,73.8785977825633,Bra002879,2.7359766048183416,3.711006758768063,A10,7068298,7071596,AT5G55670.1,AT5G55670,"NA","NA",81.434,2203,214,20,475,2554,2131,1,0,2215,UNHmax2012
QTL7,UN_MEblue,A10,3289895,13525927,0,73.8785977825633,Bra002878,2.7359766048183416,3.711006758768063,A10,7072197,7074435,AT5G55730.1,AT5G55730,FLA1,fasciclin-like arabinogalactan-protein 1 (Fla1),87.835,1233,147,1,222,1451,1275,43,0,1546,UNHmax2012
QTL7,UN_MEblue,A10,3289895,13525927,0,73.8785977825633,Bra002877,2.7359766048183416,3.711006758768063,A10,7077715,7080761,AT5G55740.1,AT5G55740,CRR21,"Encodes a member of the E+ subgroup of the PPR protein family, containing the E and E+ motifs following a tandem array of PPR motifs.  It also contains an unknown motif consisting of 15 aa, which is highly conserved in some PPR proteins, including CRR4.  CRR21 is involved in RNA editing of the site 2 of ndhD (ndhD-2),which encodes a subunit of the NDH complex.  The RNA editing changes aa 128 from Ser to Leu.  Mutants have impaired NDH complex activity.",85.594,2499,330,3,508,2982,2493,1,0,2897,UNHmax2012
QTL7,UN_MEblue,A10,3289895,13525927,0,73.8785977825633,Bra002876,2.7359766048183416,3.711006758768063,A10,7081136,7081940,AT5G55750.1,AT5G55750,"NA","NA",74.387,367,57,5,121,453,528,165,1.65e-65,250,UNHmax2012
QTL7,UN_MEblue,A10,3289895,13525927,0,73.8785977825633,Bra002875,2.7359766048183416,3.711006758768063,A10,7081953,7084784,AT5G06810.1,AT5G06810,"NA","NA",75.188,1592,355,15,729,2288,3412,1829,0,1059,UNHmax2012
QTL7,UN_MEblue,A10,3289895,13525927,0,73.8785977825633,Bra002874,2.7359766048183416,3.711006758768063,A10,7085055,7087039,AT5G55810.1,AT5G55810,AtNMNAT;NMNAT,encodes a bi-functional enzyme that expresses both nicotinamide-nucleotide adenylyltransferase (2.7.7.1) and nicotinate-nucleotide adenylyltransferase (2.7.7.18)activity.,87.587,717,89,0,188,904,717,1,0,892,UNHmax2012
QTL7,UN_MEblue,A10,3289895,13525927,0,73.8785977825633,Bra002873,2.7359766048183416,3.711006758768063,A10,7088574,7090725,AT5G55830.1,AT5G55830,LecRK-S.7,"NA",82.743,2034,295,11,23,2010,10,2033,0,2087,UNHmax2012
QTL7,UN_MEblue,A10,3289895,13525927,0,73.8785977825633,Bra002872,2.7359766048183416,3.711006758768063,A10,7093579,7098278,AT5G55840.1,AT5G55840,"NA","NA",87.463,3406,412,2,73,3463,1,3406,0,4222,UNHmax2012
QTL7,UN_MEblue,A10,3289895,13525927,0,73.8785977825633,Bra002871,2.7359766048183416,3.711006758768063,A10,7100754,7102656,AT5G55850.1,AT5G55850,NOI,NOI protein,85.359,362,28,6,226,579,1,345,8.97e-114,410,UNHmax2012
QTL7,UN_MEblue,A10,3289895,13525927,0,73.8785977825633,Bra002870,2.7359766048183416,3.711006758768063,A10,7110271,7113229,AT5G55860.1,AT5G55860,"NA","NA",85.474,1962,273,4,417,2378,1,1950,0,2246,UNHmax2012
QTL7,UN_MEblue,A10,3289895,13525927,0,73.8785977825633,Bra002869,2.7359766048183416,3.711006758768063,A10,7114960,7116589,AT5G55900.1,AT5G55900,"NA","NA",84.838,831,102,4,61,870,82,909,0,935,UNHmax2012
QTL7,UN_MEblue,A10,3289895,13525927,0,73.8785977825633,Bra002868,2.7359766048183416,3.711006758768063,A10,7116917,7119190,AT5G55910.1,AT5G55910,D6PK,"D6PK is a protein kinase involved that plays a role in polar auxin transport. Most likely acts redundantly with the related proteins: D6PKL1,D6PKL2,and D6PKL3. PIN1 is a target of D6PK phosphorylation.",87.824,1503,174,2,1,1503,1497,4,0,1885,UNHmax2012
QTL7,UN_MEblue,A10,3289895,13525927,0,73.8785977825633,Bra002867,2.7359766048183416,3.711006758768063,A10,7123820,7127390,AT5G55920.1,AT5G55920,OLI2,Encodes a homolog of the S. cerevisiae Nop2 that is involved in ribosome biogenesis and plays a role on organ size control by promoting cell proliferation and preventing compensation in normal leaf development.,78.366,1983,299,21,1,1879,2049,93,0,1665,UNHmax2012
