.id,MR_gene,MR_Cutoff,min_eQTL_LOD,max_eQTL_LOD,FVTtrait,eQTL_candidate,chrom,start,end,subject,AGI,At_symbol,At_description,perc_ID,aln_length,mismatch,gap_open,qstart,qend,sstart,send,eval,score
QTL1,Bra029099,50,59.98955573594143,59.98955573594143,UN_r,Bra029080,A03,6257907,6260231,AT5G58230.1,AT5G58230,ATMSI1;MEE70;MSI1,"Encodes a WD-40 repeat containing protein that functions in chromatin assembly as part of the CAF1 and FIE complex. Mutants exhibit parthenogenetic development that includes proliferation of unfertilized endosperm and embryos. In heterozygous plants 50% of embryos abort. Of the aborted embryos the early aborted class are homozygous and the later aborting lass are heterozygotes in which the defective allele is maternally transmitted. Other phenotypes include defects in ovule morphogenesis and organ initiation,as well as increased levels of heterochromatic DNA. MSI1 is needed for the transition to flowering. In Arabidopsis, the three CAF-1 subunits are encoded by FAS1, FAS2 and, most likely, MSI1, respectively. Mutations in FAS1 or FAS2 lead to increased frequency of homologous recombination and T-DNA integration in Arabidopsis. In the ovule, the MSI1 transcripts are accumulated at their highest level before fertilization and gradually decrease after fertilization. MSI is biallelically expressed, the paternall allele is expressed in the endosperm and embryo and is not imprinted. MSI1 forms a complex with RBR1 that is required for activation of the imprinted genes FIS2 and FWA. This activation is mediated by MSI1/RBR1 mediated repression of MET1.",84.091,176,28,0,73,248,274,449,3.28e-48,192
QTL1,Bra029099,50,59.98955573594143,59.98955573594143,UN_r,Bra029081,A03,6271022,6278156,AT5G02050.1,AT5G02050,NA,NA,78.033,305,58,3,385,683,496,797,2.09e-63,242
QTL1,Bra029099,50,59.98955573594143,59.98955573594143,UN_r,Bra029083,A03,6284270,6284937,AT5G02050.1,AT5G02050,NA,NA,79.853,273,49,1,282,548,522,794,1.41e-64,246
QTL1,Bra029099,50,59.98955573594143,59.98955573594143,UN_r,Bra029084,A03,6287138,6288184,AT5G53280.1,AT5G53280,PDV1,"An integral outer envelope membrane protein (as its homolog PDV2), component of the plastid division machinery. Similar to ARC5, PDV1 localized to a discontinuous ring at the division site in wild-type plants. PDV1 and PDV2 are required for localization of ARC5 at the chloroplast division site. Topological analysis showed that the large N-terminal region of PDV1 upstream of the transmembrane helix bearing a putative coiled-coil domain is exposed to the cytosol. Mutation of the conserved PDV1 C-terminal Gly residue did not block PDV1 insertion into the outer envelope membrane but did abolish its localization to the division site.",80.352,738,118,8,55,789,723,10,0,666
QTL1,Bra029099,50,59.98955573594143,59.98955573594143,UN_r,Bra029085,A03,6290639,6291247,AT5G53260.1,AT5G53260,NA,NA,80.98,510,91,2,8,517,8,511,1.22e-134,479
QTL1,Bra029099,50,59.98955573594143,59.98955573594143,UN_r,Bra029086,A03,6292181,6293025,AT5G53250.1,AT5G53250,AGP22;ATAGP22,NA,90.625,192,18,0,224,415,192,1,2.06e-70,266
QTL1,Bra029099,50,59.98955573594143,59.98955573594143,UN_r,Bra029087,A03,6293054,6295145,AT5G53220.1,AT5G53220,NA,NA,71.181,1152,206,21,285,1358,1107,4,1.87e-170,600
QTL1,Bra029099,50,59.98955573594143,59.98955573594143,UN_r,Bra029088,A03,6301917,6304320,AT5G53210.1,AT5G53210,SPCH,Encodes a basic helix-loop-helix (bHLH) transcription factor that is necessary and sufficient for the asymmetric divisions that establish the stomatal lineage in Arabidopsis thaliana.  Expression of SPCH in young epidermal cells allows these cells to make asymmetric divisions.  SPCH is a substrate of a kinase MPK3 and MPK6.,88.137,1079,95,4,147,1192,17,1095,0,1380
QTL1,Bra029099,50,59.98955573594143,59.98955573594143,UN_r,Bra029089,A03,6306623,6308221,AT5G53200.1,AT5G53200,TRY,NA,93.506,154,10,0,958,1111,154,1,2.03e-60,233
QTL1,Bra029099,50,59.98955573594143,59.98955573594143,UN_r,Bra029090,A03,6315995,6316671,AT5G53190.1,AT5G53190,AtSWEET3;SWEET3,NA,76.573,286,46,6,258,529,501,779,1.52e-52,206
QTL1,Bra029111,50,42.34546036885216,42.34546036885216,UN_r,Bra029105,A03,6390840,6392820,AT5G52870.1,AT5G52870,MAKR5,NA,73.255,1017,167,16,110,1057,1,981,7.76e-180,630
QTL1,Bra029111,50,42.34546036885216,42.34546036885216,UN_r,Bra029106,A03,6398093,6400282,AT5G52840.1,AT5G52840,NA,NA,88.063,511,58,1,239,749,508,1,0,645
QTL1,Bra029111,50,42.34546036885216,42.34546036885216,UN_r,Bra029107,A03,6403151,6404298,AT5G52760.1,AT5G52760,NA,NA,74.25,400,76,9,292,685,379,1,9.67e-63,241
QTL1,Bra029111,50,42.34546036885216,42.34546036885216,UN_r,Bra029108,A03,6407348,6410244,AT2G25840.1,AT2G25840,OVA4,NA,87.196,1070,130,3,214,1278,1209,142,0,1305
QTL1,Bra029111,50,42.34546036885216,42.34546036885216,UN_r,Bra029109,A03,6411684,6412278,AT5G52670.1,AT5G52670,NA,NA,84.641,306,47,0,4,309,306,1,4.32e-93,340
QTL1,Bra029111,50,42.34546036885216,42.34546036885216,UN_r,Bra100572,A03,6411684,6412126,AT3G02970.1,AT3G02970,EXL6,NA,85.907,518,64,2,15,526,521,7,1.2e-172,605
QTL1,Bra022867,20,33.883470856435096,33.883470856435096,UN_r,Bra022818,A03,7248508,7251266,AT2G30910.1,AT2G30910,ARPC1;ARPC1A,NA,90.576,1146,93,3,1,1140,1,1137,0,1581
QTL1,Bra022867,20,33.883470856435096,33.883470856435096,UN_r,Bra022819,A03,7255491,7258606,AT5G42020.1,AT5G42020,BIP;BIP2,Luminal binding protein (BiP2) involved in polar nuclei fusion during proliferation of endosperm nuclei.,91.04,2009,177,1,215,2223,2006,1,0,2810
QTL1,Bra022867,20,33.883470856435096,33.883470856435096,UN_r,Bra022820,A03,7262553,7268615,AT2G31010.1,AT2G31010,NA,NA,90.73,2287,163,7,263,2505,46,2327,0,3182
QTL1,Bra022867,20,33.883470856435096,33.883470856435096,UN_r,Bra022821,A03,7269270,7269522,AT2G31035.1,AT2G31035,NA,NA,84.8,250,38,0,1,250,1,250,2.83e-75,280
QTL1,Bra022867,20,33.883470856435096,33.883470856435096,UN_r,Bra022822,A03,7270478,7270730,AT2G31035.1,AT2G31035,NA,NA,83.6,250,41,0,1,250,1,250,6.24e-71,266
QTL1,Bra022867,20,33.883470856435096,33.883470856435096,UN_r,Bra022824,A03,7273840,7278202,AT2G31060.1,AT2G31060,EMB2785,NA,90.993,1299,117,0,1,1299,1584,286,0,1815
QTL1,Bra022867,20,33.883470856435096,33.883470856435096,UN_r,Bra022825,A03,7290656,7290899,AT2G31085.1,AT2G31085,AtCLE6;CLE6,Member of a large family of putative ligands homologous to the Clavata3 gene.  Consists of a single exon. Can replace CLV3 function in vivo.,81.526,249,37,2,1,243,1,246,2.38e-63,241
QTL1,Bra022867,20,33.883470856435096,33.883470856435096,UN_r,Bra022826,A03,7293403,7295523,AT2G31100.1,AT2G31100,NA,NA,85.366,1230,165,3,215,1444,1215,1,0,1407
QTL1,Bra022867,20,33.883470856435096,33.883470856435096,UN_r,Bra022827,A03,7295525,7299882,AT2G31110.2,AT2G31110,TBL40,"Encodes a member of the TBL (TRICHOME BIREFRINGENCE-LIKE) gene family containing a plant-specific DUF231 (domain of unknown function) domain. TBL gene family has 46 members, two of which (TBR/AT5G06700 and TBL3/AT5G01360) have been shown to be involved in the synthesis and deposition of secondary wall cellulose, presumably by influencing the esterification state of pectic polymers. A nomenclature for this gene family has been proposed (Volker Bischoff & Wolf Scheible, 2010, personal communication).",90.073,1098,106,1,219,1316,1095,1,0,1487
QTL1,Bra022867,20,33.883470856435096,33.883470856435096,UN_r,Bra022828,A03,7301651,7302621,AT2G31130.1,AT2G31130,NA,NA,91.197,284,25,0,78,361,1260,977,1.73e-110,399
QTL1,Bra022867,20,33.883470856435096,33.883470856435096,UN_r,Bra022829,A03,7304741,7306355,AT2G31140.1,AT2G31140,NA,NA,88.293,615,72,0,191,805,1,615,0,785
QTL1,Bra022867,20,33.883470856435096,33.883470856435096,UN_r,Bra022830,A03,7307348,7309260,AT2G31150.1,AT2G31150,NA,NA,86.607,448,48,1,501,948,205,640,1e-153,544
QTL1,Bra022867,20,33.883470856435096,33.883470856435096,UN_r,Bra022831,A03,7314788,7316395,AT2G31180.1,AT2G31180,ATMYB14;MYB14;MYB14AT,Member of the R2R3 factor gene family.,87.183,749,81,2,96,832,746,1,0,922
QTL1,Bra022867,20,33.883470856435096,33.883470856435096,UN_r,Bra022832,A03,7324679,7325829,AT2G31230.1,AT2G31230,ATERF15;ERF15,"encodes a member of the ERF (ethylene response factor) subfamily B-3 of ERF/AP2 transcription factor family. The protein contains one AP2 domain. There are 18 members in this subfamily including ATERF-1, ATERF-2, AND ATERF-5.",85.501,738,83,4,292,1014,732,4,0,852
QTL1,Bra022867,20,33.883470856435096,33.883470856435096,UN_r,Bra022833,A03,7332379,7335470,AT3G01610.1,AT3G01610,CDC48C;emb1354,AAA-type ATPase - Over 90% homologous to CDC48a,80.033,1798,322,12,166,1946,2461,684,0,1604
QTL1,Bra022867,20,33.883470856435096,33.883470856435096,UN_r,Bra022834,A03,7336734,7339201,AT2G31270.1,AT2G31270,ATCDT1A;CDT1;CDT1A,Encodes a cyclin-dependent protein kinase. Involved in nuclear DNA replication and plastid division. Located in nucleus and chloroplast.,79.684,822,137,4,971,1780,911,1714,0,738
QTL1,Bra022867,20,33.883470856435096,33.883470856435096,UN_r,Bra022835,A03,7340164,7340383,AT2G31345.1,AT2G31345,NA,NA,83.173,208,29,1,12,219,205,4,6.93e-57,219
QTL1,Bra022867,20,33.883470856435096,33.883470856435096,UN_r,Bra022836,A03,7342133,7344379,AT2G31350.1,AT2G31350,GLX2-5,Encodes a mitochondrial glyoxalase 2 that can accommodate a number of different metal centers and with the predominant metal center being Fe(III)Zn(II).,89.162,978,103,1,178,1155,1,975,0,1285
QTL1,Bra029100,50,28.701375164483974,29.454414292977773,UN_r,Bra029092,A03,6323297,6325131,AT5G53170.1,AT5G53170,FTSH11,encodes an FtsH protease that is localized to the chloroplast and the mitochondrion,86.31,168,22,1,129,295,1908,2075,1.79e-49,196
QTL1,Bra029100,50,28.701375164483974,29.454414292977773,UN_r,Bra029093,A03,6325490,6327836,AT5G53160.2,AT5G53160,PYL8;RCAR3,"Encodes RCAR3, a regulatory component of ABA receptor.  Interacts with protein phosphatase 2Cs ABI1 and ABI2.  Stimulates ABA signaling.",88.868,521,55,1,576,1096,553,36,0,677
QTL1,Bra029100,50,28.701375164483974,29.454414292977773,UN_r,Bra029094,A03,6333703,6334992,AT3G21910.1,AT3G21910,NA,NA,66.914,807,192,20,149,889,1,798,1.99e-59,230
QTL1,Bra029100,50,28.701375164483974,29.454414292977773,UN_r,Bra029095,A03,6336136,6339635,AT5G53140.1,AT5G53140,NA,NA,83.651,1260,140,9,334,1545,1263,22,0,1362
QTL1,Bra029100,50,28.701375164483974,29.454414292977773,UN_r,Bra029096,A03,6340364,6343367,AT5G53100.1,AT5G53100,NA,NA,86.489,1088,144,1,164,1248,1094,7,0,1297
QTL1,Bra029100,50,28.701375164483974,29.454414292977773,UN_r,Bra029097,A03,6345482,6346430,AT5G03000.1,AT5G03000,NA,NA,72.085,283,67,6,103,379,311,587,8.86e-32,138
QTL1,Bra029100,50,28.701375164483974,29.454414292977773,UN_r,Bra029098,A03,6347458,6349560,AT5G53635.1,AT5G53635,NA,NA,68.043,920,206,16,603,1499,857,3,7.31e-93,342
QTL1,Bra029100,50,28.701375164483974,29.454414292977773,UN_r,Bra029099,A03,6352615,6355969,AT5G53050.2,AT5G53050,NA,NA,84.502,1084,144,3,72,1143,120,1191,0,1205
QTL1,Bra029100,50,28.701375164483974,29.454414292977773,UN_r,Bra029100,A03,6355997,6357229,AT5G53045.1,AT5G53045,NA,NA,86.713,286,38,0,124,409,1,286,2.46e-94,345
QTL1,Bra029100,50,28.701375164483974,29.454414292977773,UN_r,Bra029101,A03,6359444,6361136,AT5G52900.1,AT5G52900,MAKR6,NA,85.345,696,87,4,287,970,16,708,0,791
QTL1,Bra029100,50,28.701375164483974,29.454414292977773,UN_r,Bra029102,A03,6370825,6371339,AT5G52890.1,AT5G52890,NA,NA,83.333,180,30,0,246,425,765,944,7.21e-48,190
QTL1,Bra029100,50,28.701375164483974,29.454414292977773,UN_r,Bra029103,A03,6372581,6373981,AT1G54400.1,AT1G54400,NA,NA,81.341,552,103,0,216,767,552,1,3.64e-150,531
QTL1,Bra029100,50,28.701375164483974,29.454414292977773,UN_r,Bra029104,A03,6382386,6387497,AT5G52882.1,AT5G52882,NA,NA,89.516,2499,226,4,589,3060,1,2490,0,3341
QTL1,Bra029100,50,28.701375164483974,29.454414292977773,UN_r,Bra029105,A03,6390840,6392820,AT5G52870.1,AT5G52870,MAKR5,NA,73.255,1017,167,16,110,1057,1,981,7.76e-180,630
QTL1,Bra029100,50,28.701375164483974,29.454414292977773,UN_r,Bra029106,A03,6398093,6400282,AT5G52840.1,AT5G52840,NA,NA,88.063,511,58,1,239,749,508,1,0,645
QTL1,Bra029100,50,28.701375164483974,29.454414292977773,UN_r,Bra029107,A03,6403151,6404298,AT5G52760.1,AT5G52760,NA,NA,74.25,400,76,9,292,685,379,1,9.67e-63,241
QTL1,Bra029100,50,28.701375164483974,29.454414292977773,UN_r,Bra029108,A03,6407348,6410244,AT2G25840.1,AT2G25840,OVA4,NA,87.196,1070,130,3,214,1278,1209,142,0,1305
QTL1,Bra029100,50,28.701375164483974,29.454414292977773,UN_r,Bra029109,A03,6411684,6412278,AT5G52670.1,AT5G52670,NA,NA,84.641,306,47,0,4,309,306,1,4.32e-93,340
QTL1,Bra029100,50,28.701375164483974,29.454414292977773,UN_r,Bra100572,A03,6411684,6412126,AT3G02970.1,AT3G02970,EXL6,NA,85.907,518,64,2,15,526,521,7,1.2e-172,605
QTL1,Bra022924,50,22.429725159770836,22.429725159770836,UN_r,Bra022818,A03,7248508,7251266,AT2G30910.1,AT2G30910,ARPC1;ARPC1A,NA,90.576,1146,93,3,1,1140,1,1137,0,1581
QTL1,Bra022924,50,22.429725159770836,22.429725159770836,UN_r,Bra022819,A03,7255491,7258606,AT5G42020.1,AT5G42020,BIP;BIP2,Luminal binding protein (BiP2) involved in polar nuclei fusion during proliferation of endosperm nuclei.,91.04,2009,177,1,215,2223,2006,1,0,2810
QTL1,Bra022924,50,22.429725159770836,22.429725159770836,UN_r,Bra022820,A03,7262553,7268615,AT2G31010.1,AT2G31010,NA,NA,90.73,2287,163,7,263,2505,46,2327,0,3182
QTL1,Bra022924,50,22.429725159770836,22.429725159770836,UN_r,Bra022821,A03,7269270,7269522,AT2G31035.1,AT2G31035,NA,NA,84.8,250,38,0,1,250,1,250,2.83e-75,280
QTL1,Bra022924,50,22.429725159770836,22.429725159770836,UN_r,Bra022822,A03,7270478,7270730,AT2G31035.1,AT2G31035,NA,NA,83.6,250,41,0,1,250,1,250,6.24e-71,266
QTL1,Bra022924,50,22.429725159770836,22.429725159770836,UN_r,Bra022824,A03,7273840,7278202,AT2G31060.1,AT2G31060,EMB2785,NA,90.993,1299,117,0,1,1299,1584,286,0,1815
QTL1,Bra022924,50,22.429725159770836,22.429725159770836,UN_r,Bra022825,A03,7290656,7290899,AT2G31085.1,AT2G31085,AtCLE6;CLE6,Member of a large family of putative ligands homologous to the Clavata3 gene.  Consists of a single exon. Can replace CLV3 function in vivo.,81.526,249,37,2,1,243,1,246,2.38e-63,241
QTL1,Bra022924,50,22.429725159770836,22.429725159770836,UN_r,Bra022826,A03,7293403,7295523,AT2G31100.1,AT2G31100,NA,NA,85.366,1230,165,3,215,1444,1215,1,0,1407
QTL1,Bra022924,50,22.429725159770836,22.429725159770836,UN_r,Bra022827,A03,7295525,7299882,AT2G31110.2,AT2G31110,TBL40,"Encodes a member of the TBL (TRICHOME BIREFRINGENCE-LIKE) gene family containing a plant-specific DUF231 (domain of unknown function) domain. TBL gene family has 46 members, two of which (TBR/AT5G06700 and TBL3/AT5G01360) have been shown to be involved in the synthesis and deposition of secondary wall cellulose, presumably by influencing the esterification state of pectic polymers. A nomenclature for this gene family has been proposed (Volker Bischoff & Wolf Scheible, 2010, personal communication).",90.073,1098,106,1,219,1316,1095,1,0,1487
QTL1,Bra022924,50,22.429725159770836,22.429725159770836,UN_r,Bra022828,A03,7301651,7302621,AT2G31130.1,AT2G31130,NA,NA,91.197,284,25,0,78,361,1260,977,1.73e-110,399
QTL1,Bra022924,50,22.429725159770836,22.429725159770836,UN_r,Bra022829,A03,7304741,7306355,AT2G31140.1,AT2G31140,NA,NA,88.293,615,72,0,191,805,1,615,0,785
QTL1,Bra022924,50,22.429725159770836,22.429725159770836,UN_r,Bra022830,A03,7307348,7309260,AT2G31150.1,AT2G31150,NA,NA,86.607,448,48,1,501,948,205,640,1e-153,544
QTL1,Bra022924,50,22.429725159770836,22.429725159770836,UN_r,Bra022831,A03,7314788,7316395,AT2G31180.1,AT2G31180,ATMYB14;MYB14;MYB14AT,Member of the R2R3 factor gene family.,87.183,749,81,2,96,832,746,1,0,922
QTL1,Bra022924,50,22.429725159770836,22.429725159770836,UN_r,Bra022832,A03,7324679,7325829,AT2G31230.1,AT2G31230,ATERF15;ERF15,"encodes a member of the ERF (ethylene response factor) subfamily B-3 of ERF/AP2 transcription factor family. The protein contains one AP2 domain. There are 18 members in this subfamily including ATERF-1, ATERF-2, AND ATERF-5.",85.501,738,83,4,292,1014,732,4,0,852
QTL1,Bra022924,50,22.429725159770836,22.429725159770836,UN_r,Bra022833,A03,7332379,7335470,AT3G01610.1,AT3G01610,CDC48C;emb1354,AAA-type ATPase - Over 90% homologous to CDC48a,80.033,1798,322,12,166,1946,2461,684,0,1604
QTL1,Bra022924,50,22.429725159770836,22.429725159770836,UN_r,Bra022834,A03,7336734,7339201,AT2G31270.1,AT2G31270,ATCDT1A;CDT1;CDT1A,Encodes a cyclin-dependent protein kinase. Involved in nuclear DNA replication and plastid division. Located in nucleus and chloroplast.,79.684,822,137,4,971,1780,911,1714,0,738
QTL1,Bra022924,50,22.429725159770836,22.429725159770836,UN_r,Bra022835,A03,7340164,7340383,AT2G31345.1,AT2G31345,NA,NA,83.173,208,29,1,12,219,205,4,6.93e-57,219
QTL1,Bra022924,50,22.429725159770836,22.429725159770836,UN_r,Bra022836,A03,7342133,7344379,AT2G31350.1,AT2G31350,GLX2-5,Encodes a mitochondrial glyoxalase 2 that can accommodate a number of different metal centers and with the predominant metal center being Fe(III)Zn(II).,89.162,978,103,1,178,1155,1,975,0,1285
QTL1,Bra024437,50,1.8523922432204085,4.154784399138195,UN_r,Bra029075,A03,6226990,6229080,AT5G53320.1,AT5G53320,NA,NA,84.361,1816,247,10,99,1891,1,1802,0,1983
QTL1,Bra024437,50,1.8523922432204085,4.154784399138195,UN_r,Bra029076,A03,6229955,6231513,AT5G53300.1,AT5G53300,UBC10,Encodes a ubiquitin conjugating enzyme.,93.905,443,27,0,181,623,1,443,0,677
QTL1,Bra024437,50,1.8523922432204085,4.154784399138195,UN_r,Bra029079,A03,6250806,6252396,AT5G53290.1,AT5G53290,CRF3,encodes a member of the ERF (ethylene response factor) subfamily B-5 of ERF/AP2 transcription factor family. The protein contains one AP2 domain. There are 7 members in this subfamily.,75.14,1074,187,16,309,1315,5,1065,0,733
QTL1,Bra024437,50,1.8523922432204085,4.154784399138195,UN_r,Bra029080,A03,6257907,6260231,AT5G58230.1,AT5G58230,ATMSI1;MEE70;MSI1,"Encodes a WD-40 repeat containing protein that functions in chromatin assembly as part of the CAF1 and FIE complex. Mutants exhibit parthenogenetic development that includes proliferation of unfertilized endosperm and embryos. In heterozygous plants 50% of embryos abort. Of the aborted embryos the early aborted class are homozygous and the later aborting lass are heterozygotes in which the defective allele is maternally transmitted. Other phenotypes include defects in ovule morphogenesis and organ initiation,as well as increased levels of heterochromatic DNA. MSI1 is needed for the transition to flowering. In Arabidopsis, the three CAF-1 subunits are encoded by FAS1, FAS2 and, most likely, MSI1, respectively. Mutations in FAS1 or FAS2 lead to increased frequency of homologous recombination and T-DNA integration in Arabidopsis. In the ovule, the MSI1 transcripts are accumulated at their highest level before fertilization and gradually decrease after fertilization. MSI is biallelically expressed, the paternall allele is expressed in the endosperm and embryo and is not imprinted. MSI1 forms a complex with RBR1 that is required for activation of the imprinted genes FIS2 and FWA. This activation is mediated by MSI1/RBR1 mediated repression of MET1.",84.091,176,28,0,73,248,274,449,3.28e-48,192
QTL1,Bra024437,50,1.8523922432204085,4.154784399138195,UN_r,Bra029081,A03,6271022,6278156,AT5G02050.1,AT5G02050,NA,NA,78.033,305,58,3,385,683,496,797,2.09e-63,242
QTL1,Bra024437,50,1.8523922432204085,4.154784399138195,UN_r,Bra029083,A03,6284270,6284937,AT5G02050.1,AT5G02050,NA,NA,79.853,273,49,1,282,548,522,794,1.41e-64,246
QTL1,Bra024437,50,1.8523922432204085,4.154784399138195,UN_r,Bra029084,A03,6287138,6288184,AT5G53280.1,AT5G53280,PDV1,"An integral outer envelope membrane protein (as its homolog PDV2), component of the plastid division machinery. Similar to ARC5, PDV1 localized to a discontinuous ring at the division site in wild-type plants. PDV1 and PDV2 are required for localization of ARC5 at the chloroplast division site. Topological analysis showed that the large N-terminal region of PDV1 upstream of the transmembrane helix bearing a putative coiled-coil domain is exposed to the cytosol. Mutation of the conserved PDV1 C-terminal Gly residue did not block PDV1 insertion into the outer envelope membrane but did abolish its localization to the division site.",80.352,738,118,8,55,789,723,10,0,666
QTL1,Bra024437,50,1.8523922432204085,4.154784399138195,UN_r,Bra029085,A03,6290639,6291247,AT5G53260.1,AT5G53260,NA,NA,80.98,510,91,2,8,517,8,511,1.22e-134,479
QTL1,Bra024437,50,1.8523922432204085,4.154784399138195,UN_r,Bra029086,A03,6292181,6293025,AT5G53250.1,AT5G53250,AGP22;ATAGP22,NA,90.625,192,18,0,224,415,192,1,2.06e-70,266
QTL1,Bra024437,50,1.8523922432204085,4.154784399138195,UN_r,Bra029087,A03,6293054,6295145,AT5G53220.1,AT5G53220,NA,NA,71.181,1152,206,21,285,1358,1107,4,1.87e-170,600
QTL1,Bra024437,50,1.8523922432204085,4.154784399138195,UN_r,Bra029088,A03,6301917,6304320,AT5G53210.1,AT5G53210,SPCH,Encodes a basic helix-loop-helix (bHLH) transcription factor that is necessary and sufficient for the asymmetric divisions that establish the stomatal lineage in Arabidopsis thaliana.  Expression of SPCH in young epidermal cells allows these cells to make asymmetric divisions.  SPCH is a substrate of a kinase MPK3 and MPK6.,88.137,1079,95,4,147,1192,17,1095,0,1380
QTL1,Bra024437,50,1.8523922432204085,4.154784399138195,UN_r,Bra029089,A03,6306623,6308221,AT5G53200.1,AT5G53200,TRY,NA,93.506,154,10,0,958,1111,154,1,2.03e-60,233
